pid,list,item,variant,tense,sentence,target_verb,n_syllables,stress_idx,stress_start,stress_end,verb_syllable_labels,file
P03,1,27,a,present,el lodo mancha el pantalón,mancha,2,0,0.36,0.54,man.tʃa,P03_L1_27a
P03,1,27,b,past,el lodo manchó el pantalón,manchó,2,1,0.67,0.81,man.tʃo,P03_L1_27b
P03,1,28,a,present,el chico gasta la pila,gasta,2,0,0.44,0.61,ɡas.t̪a,P03_L1_28a
P03,1,28,b,past,el chico gastó la pila,gastó,2,1,0.62,0.71,ɡas.t̪o,P03_L1_28b
P03,1,29,a,present,el socio salta el control,salta,2,0,0.62,0.79,sal.t̪a,P03_L1_29a
P03,1,29,b,past,el socio saltó el control,saltó,2,1,0.75,0.85,sal.t̪o,P03_L1_29b
P03,1,30,a,present,la nena corta la cartulina,corta,2,0,0.44,0.61,kor.t̪a,P03_L1_30a
P03,1,30,b,past,la nena cortó la cartulina,cortó,2,1,0.63,0.74,kor.t̪o,P03_L1_30b
P03,1,31,a,present,el móvil busca la señal,busca,2,0,0.58,0.71,bus.ka,P03_L1_31a
P03,1,31,b,past,el móvil buscó la señal,buscó,2,1,0.6,0.7,bus.ko,P03_L1_31b
P03,1,32,a,present,el coche limpia la nieve,limpia,2,0,0.54,0.69,lim.pja,P03_L1_32a
P03,1,32,b,past,el coche limpió la nieve,limpió,2,1,0.57,0.69,lim.pjo,P03_L1_32b
P03,1,33,a,present,la reina planta el rosal,planta,2,0,0.62,0.79,plan.t̪a,P03_L1_33a
P03,1,33,b,past,la reina plantó el rosal,plantó,2,1,0.75,0.82,plan.t̪o,P03_L1_33b
P03,1,34,a,present,la jarra filtra el caldo,filtra,2,0,0.72,0.94,filt̪.ɾa,P03_L1_34a
P03,1,34,b,past,la jarra filtró el caldo,filtró,2,1,0.69,0.78,filt̪.ɾo,P03_L1_34b
P03,1,35,a,present,el monje monta la mayonesa,monta,2,0,0.58,0.75,mon.t̪a,P03_L1_35a
P03,1,35,b,past,el monje montó la mayonesa,montó,2,1,0.62,0.72,mon.t̪o,P03_L1_35b
P03,1,36,a,present,el loro canta la melodía,canta,2,0,0.42,0.58,kan.t̪a,P03_L1_36a
P03,1,36,b,past,el loro cantó la melodía,cantó,2,1,0.63,0.73,kan.t̪o,P03_L1_36b
P03,1,37,a,present,el clavo junta la madera,junta,2,0,0.52,0.68,xun.t̪a,P03_L1_37a
P03,1,37,b,past,el clavo juntó la madera,juntó,2,1,0.74,0.83,xun.t̪o,P03_L1_37b
P03,1,38,a,present,el sastre marca el traje,marca,2,0,0.58,0.8,mar.ka,P03_L1_38a
P03,1,38,b,past,el sastre marcó el traje,marcó,2,1,0.73,0.83,mar.ko,P03_L1_38b
P03,1,39,a,present,la brocha mezcla la pintura,mezcla,2,0,0.65,0.83,mes.kla,P03_L1_39a
P03,1,39,b,past,la brocha mezcló la pintura,mezcló,2,1,0.65,0.82,meθ.klo,P03_L1_39b
P03,1,40,a,present,la suegra sopla la sopa,sopla,2,0,0.53,0.69,so.pla,P03_L1_40a
P03,1,40,b,past,la suegra sopló la sopa,sopló,2,1,0.67,0.83,so.plo,P03_L1_40b
P03,1,41,a,present,el conde culpa el error,culpa,2,0,0.64,0.81,kul.pa,P03_L1_41a
P03,1,41,b,past,el conde culpó el error,culpó,2,1,0.61,0.7,kul.po,P03_L1_41b
P03,1,42,a,present,el zumo mancha la servilleta,mancha,2,0,0.41,0.59,man.tʃa,P03_L1_42a
P03,1,42,b,past,el zumo manchó la servilleta,manchó,2,1,0.5,0.61,man.tʃo,P03_L1_42b
P03,1,43,a,present,la jueza gasta el sueldo,gasta,2,0,0.72,0.9,ɡas.t̪a,P03_L1_43a
P03,1,43,b,past,la jueza gastó el sueldo,gastó,2,1,0.58,0.67,ɡas.t̪o,P03_L1_43b
P03,1,44,a,present,la rana salta la piedra,salta,2,0,0.47,0.65,sal.t̪a,P03_L1_44a
P03,1,44,b,past,la rana saltó la piedra,saltó,2,1,0.65,0.76,sal.t̪o,P03_L1_44b
P03,1,45,a,present,el láser corta el acero,corta,2,0,0.61,0.79,kor.t̪a,P03_L1_45a
P03,1,45,b,past,el láser cortó el acero,cortó,2,1,0.64,0.71,kor.t̪o,P03_L1_45b
P03,1,46,a,present,el padre busca el libro,busca,2,0,0.56,0.74,bus.ka,P03_L1_46a
P03,1,46,b,past,el padre buscó el libro,buscó,2,1,0.56,0.68,bus.ko,P03_L1_46b
P03,1,47,a,present,la lluvia limpia la calle,limpia,2,0,0.54,0.7,lim.pja,P03_L1_47a
P03,1,47,b,past,la lluvia limpió la calle,limpió,2,1,0.64,0.76,lim.pjo,P03_L1_47b
P03,1,48,a,present,el líder planta la semilla,planta,2,0,0.61,0.77,plan.t̪a,P03_L1_48a
P03,1,48,b,past,el líder plantó la semilla,plantó,2,1,0.63,0.72,plan.t̪o,P03_L1_48b
P03,1,49,a,present,la tela filtra el café,filtra,2,0,0.44,0.67,filt̪.ɾa,P03_L1_49a
P03,1,49,b,past,la tela filtró el café,filtró,2,1,0.64,0.73,filt̪.ɾo,P03_L1_49b
P03,1,50,a,present,la dueña monta la tienda,monta,2,0,0.45,0.6,mon.t̪a,P03_L1_50a
P03,1,50,b,past,la dueña montó la tienda,montó,2,1,0.57,0.67,mon.t̪o,P03_L1_50b
P03,1,51,a,present,la gorda canta la ópera,canta,2,0,0.58,0.72,kan.t̪a,P03_L1_51a
P03,1,51,b,past,la gorda cantó la ópera,cantó,2,1,0.93,1.03,kan.t̪o,P03_L1_51b
P03,1,52,a,present,el primo junta el papel,junta,2,0,0.62,0.79,xun.t̪a,P03_L1_52a
P03,1,52,b,past,el primo juntó el papel,juntó,2,1,0.62,0.71,xun.t̪o,P03_L1_52b
P03,1,53,a,present,el hombre marca la ruta,marca,2,0,0.46,0.67,mar.ka,P03_L1_53a
P03,1,53,b,past,el hombre marcó la ruta,marcó,2,1,0.59,0.68,mar.ko,P03_L1_53b
P03,1,54,a,present,el lago mezcla la tierra,mezcla,2,0,0.48,0.65,mes.kla,P03_L1_54a
P03,1,54,b,past,el lago mezcló la tierra,mezcló,2,1,0.56,0.73,meθ.klo,P03_L1_54b
P03,1,55,a,present,la chica sopla el polvo,sopla,2,0,0.63,0.86,so.pla,P03_L1_55a
P03,1,55,b,past,la chica sopló el polvo,sopló,2,1,0.72,0.87,so.plo,P03_L1_55b
P03,1,56,a,present,la ama culpa la demora,culpa,2,0,0.6,0.79,kul.pa,P03_L1_56a
P03,1,56,b,past,la ama culpó la demora,culpó,2,1,0.68,0.8,kul.po,P03_L1_56b
P03,1,57,a,present,el vino mancha la mesa,mancha,2,0,0.49,0.65,man.tʃa,P03_L1_57a
P03,1,57,b,past,el vino manchó la mesa,manchó,2,1,0.63,0.76,man.tʃo,P03_L1_57b
P03,1,58,a,present,el carro gasta la gasolina,gasta,2,0,0.5,0.68,ɡas.t̪a,P03_L1_58a
P03,1,58,b,past,el carro gastó la gasolina,gastó,2,1,0.66,0.76,ɡas.t̪o,P03_L1_58b
P03,1,59,a,present,el niño salta el charco,salta,2,0,0.54,0.73,sal.t̪a,P03_L1_59a
P03,1,59,b,past,el niño saltó el charco,saltó,2,1,0.67,0.78,sal.t̪o,P03_L1_59b
P03,1,60,a,present,la rata corta el queso,corta,2,0,0.64,0.81,kor.t̪a,P03_L1_60a
P03,1,60,b,past,la rata cortó el queso,cortó,2,1,0.68,0.81,kor.t̪o,P03_L1_60b
P03,1,61,a,present,la vaca busca la paja,busca,2,0,0.47,0.63,bus.ka,P03_L1_61a
P03,1,61,b,past,la vaca buscó la paja,buscó,2,1,0.63,0.77,bus.ko,P03_L1_61b
P03,1,62,a,present,la prima limpia el baño,limpia,2,0,0.46,0.59,lim.pja,P03_L1_62a
P03,1,62,b,past,la prima limpió el baño,limpió,2,1,0.78,0.93,lim.pjo,P03_L1_62b
P03,1,63,a,present,la vieja planta el jazmín,planta,2,0,0.46,0.63,plan.t̪a,P03_L1_63a
P03,1,63,b,past,la vieja plantó el jazmín,plantó,2,1,0.65,0.75,plan.t̪o,P03_L1_63b
P03,1,64,a,present,el filtro filtra el aire,filtra,2,0,0.74,1.02,filt̪.ɾa,P03_L1_64a
P03,1,64,b,past,el filtro filtró el aire,filtró,2,1,0.84,0.93,filt̪.ɾo,P03_L1_64b
P03,1,65,a,present,la jefa monta el escritorio,monta,2,0,0.56,0.77,mon.t̪a,P03_L1_65a
P03,1,65,b,past,la jefa montó el escritorio,montó,2,1,0.64,0.72,mon.t̪o,P03_L1_65b
P03,1,66,a,present,la guapa canta la nana,canta,2,0,0.55,0.71,kan.t̪a,P03_L1_66a
P03,1,66,b,past,la guapa cantó la nana,cantó,2,1,0.67,0.78,kan.t̪o,P03_L1_66b
P03,1,67,a,present,la nuera junta el cartón,junta,2,0,0.74,0.93,xun.t̪a,P03_L1_67a
P03,1,67,b,past,la nuera juntó el cartón,juntó,2,1,0.82,0.95,xun.t̪o,P03_L1_67b
P03,1,68,a,present,la grasa marca la pared,marca,2,0,0.65,0.84,mar.ka,P03_L1_68a
P03,1,68,b,past,la grasa marcó la pared,marcó,2,1,0.72,0.87,mar.ko,P03_L1_68b
P03,1,69,a,present,la flaca mezcla el yogur,mezcla,2,0,0.6,0.78,mes.kla,P03_L1_69a
P03,1,69,b,past,la flaca mezcló el yogur,mezcló,2,1,0.67,0.81,meθ.klo,P03_L1_69b
P03,1,70,a,present,el huésped sopla la pizza,sopla,2,0,0.89,1.07,so.pla,P03_L1_70a
P03,1,70,b,past,el huésped sopló la pizza,sopló,2,1,0.65,0.79,so.plo,P03_L1_70b
P03,1,71,a,present,el cónsul culpa la crisis,culpa,2,0,0.57,0.73,kul.pa,P03_L1_71a
P03,1,71,b,past,el cónsul culpó la crisis,culpó,2,1,0.63,0.74,kul.po,P03_L1_71b
P03,1,72,a,present,la rueda mancha el garaje,mancha,2,0,0.72,0.88,man.tʃa,P03_L1_72a
P03,1,72,b,past,la rueda manchó el garaje,manchó,2,1,0.59,0.71,man.tʃo,P03_L1_72b
P03,1,73,a,present,la rica gasta el crédito,gasta,2,0,0.52,0.67,ɡas.t̪a,P03_L1_73a
P03,1,73,b,past,la rica gastó el crédito,gastó,2,1,0.53,0.61,ɡas.t̪o,P03_L1_73b
P03,1,74,a,present,la cabra salta la valla,salta,2,0,0.5,0.69,sal.t̪a,P03_L1_74a
P03,1,74,b,past,la cabra saltó la valla,saltó,2,1,0.64,0.74,sal.t̪o,P03_L1_74b
P03,1,75,a,present,el mozo corta la cinta,corta,2,0,0.64,0.8,kor.t̪a,P03_L1_75a
P03,1,75,b,past,el mozo cortó la cinta,cortó,2,1,0.66,0.77,kor.t̪o,P03_L1_75b
P03,1,76,a,present,la rubia busca el anillo,busca,2,0,0.58,0.74,bus.ka,P03_L1_76a
P03,1,76,b,past,la rubia buscó el anillo,buscó,2,1,0.7,0.8,bus.ko,P03_L1_76b
P03,1,77,a,present,el trapo limpia la suciedad,limpia,2,0,0.53,0.66,lim.pja,P03_L1_77a
P03,1,77,b,past,el trapo limpió la suciedad,limpió,2,1,0.62,0.74,lim.pjo,P03_L1_77b
P03,1,78,a,present,el cura planta el geranio,planta,2,0,0.49,0.7,plan.t̪a,P03_L1_78a
P03,1,78,b,past,el cura plantó el geranio,plantó,2,1,0.65,0.73,plan.t̪o,P03_L1_78b
P03,1,79,a,present,la malla filtra el aceite,filtra,2,0,0.64,0.87,filt̪.ɾa,P03_L1_79a
P03,1,79,b,past,la malla filtró el aceite,filtró,2,1,0.64,0.71,filt̪.ɾo,P03_L1_79b
P03,1,80,a,present,el nieto monta la estantería,monta,2,0,0.52,0.71,mon.t̪a,P03_L1_80a
P03,1,80,b,past,el nieto montó la estantería,montó,2,1,0.58,0.68,mon.t̪o,P03_L1_80b
P03,1,81,a,present,el viejo canta el bolero,canta,2,0,0.57,0.74,kan.t̪a,P03_L1_81a
P03,1,81,b,past,el viejo cantó el bolero,cantó,2,1,0.71,0.82,kan.t̪o,P03_L1_81b
P03,1,82,a,present,la gata junta la comida,junta,2,0,0.69,0.87,xun.t̪a,P03_L1_82a
P03,1,82,b,past,la gata juntó la comida,juntó,2,1,0.58,0.7,xun.t̪o,P03_L1_82b
P03,1,83,a,present,la bici marca el suelo,marca,2,0,0.81,1.0,mar.ka,P03_L1_83a
P03,1,83,b,past,la bici marcó el suelo,marcó,2,1,0.59,0.69,mar.ko,P03_L1_83b
P03,1,84,a,present,la presa mezcla el cemento,mezcla,2,0,0.52,0.69,mes.kla,P03_L1_84a
P03,1,84,b,past,la presa mezcló el cemento,mezcló,2,1,0.62,0.74,meθ.klo,P03_L1_84b
P03,1,85,a,present,la monja sopla el fuego,sopla,2,0,0.62,0.79,so.pla,P03_L1_85a
P03,1,85,b,past,la monja sopló el fuego,sopló,2,1,0.61,0.73,so.plo,P03_L1_85b
P03,1,86,a,present,la novia culpa el calor,culpa,2,0,0.51,0.69,kul.pa,P03_L1_86a
P03,1,86,b,past,la novia culpó el calor,culpó,2,1,0.74,0.84,kul.po,P03_L1_86b
P03,1,87,a,present,la sangre mancha la falda,mancha,2,0,0.53,0.72,man.tʃa,P03_L1_87a
P03,1,87,b,past,la sangre manchó la falda,manchó,2,1,0.65,0.79,man.tʃo,P03_L1_87b
P03,1,88,a,present,el novio gasta el jabón,gasta,2,0,0.52,0.7,ɡas.t̪a,P03_L1_88a
P03,1,88,b,past,el novio gastó el jabón,gastó,2,1,0.64,0.72,ɡas.t̪o,P03_L1_88b
P03,1,89,a,present,el mago salta el obstáculo,salta,2,0,0.45,0.71,sal.t̪a,P03_L1_89a
P03,1,89,b,past,el mago saltó el obstáculo,saltó,2,1,0.78,0.89,sal.t̪o,P03_L1_89b
P03,1,90,a,present,la mula corta el heno,corta,2,0,0.71,0.88,kor.t̪a,P03_L1_90a
P03,1,90,b,past,la mula cortó el heno,cortó,2,1,0.69,0.79,kor.t̪o,P03_L1_90b
P03,2,1,a,present,el dueño busca la llave,busca,2,0,0.5,0.67,bus.ka,P03_L2_01a
P03,2,1,b,past,el dueño buscó la llave,buscó,2,1,0.55,0.67,bus.ko,P03_L2_01b
P03,2,2,a,present,el cloro limpia el virus,limpia,2,0,0.42,0.59,lim.pja,P03_L2_02a
P03,2,2,b,past,el cloro limpió el virus,limpió,2,1,0.81,0.93,lim.pjo,P03_L2_02b
P03,2,3,a,present,el hijo planta el árbol,planta,2,0,0.53,0.72,plan.t̪a,P03_L2_03a
P03,2,3,b,past,el hijo plantó el árbol,plantó,2,1,0.66,0.78,plan.t̪o,P03_L2_03b
P03,2,4,a,present,el grifo filtra el agua,filtra,2,0,0.42,0.71,filt̪.ɾa,P03_L2_04a
P03,2,4,b,past,el grifo filtró el agua,filtró,2,1,0.78,0.87,filt̪.ɾo,P03_L2_04b
P03,2,5,a,present,el tío monta el alioli,monta,2,0,0.39,0.57,mon.t̪a,P03_L2_05a
P03,2,5,b,past,el tío montó el alioli,montó,2,1,0.7,0.78,mon.t̪o,P03_L2_05b
P03,2,6,a,present,el ave canta la canción,canta,2,0,0.43,0.6,kan.t̪a,P03_L2_06a
P03,2,6,b,past,el ave cantó la canción,cantó,2,1,0.59,0.69,kan.t̪o,P03_L2_06b
P03,2,7,a,present,la joven junta la basura,junta,2,0,0.49,0.69,xun.t̪a,P03_L2_07a
P03,2,7,b,past,la joven juntó la basura,juntó,2,1,0.71,0.82,xun.t̪o,P03_L2_07b
P03,2,8,a,present,la osa marca la puerta,marca,2,0,0.61,0.81,mar.ka,P03_L2_08a
P03,2,8,b,past,la osa marcó la puerta,marcó,2,1,0.82,0.93,mar.ko,P03_L2_08b
P03,2,9,a,present,el río mezcla la arena,mezcla,2,0,0.46,0.63,meθ.kla,P03_L2_09a
P03,2,9,b,past,el río mezcló la arena,mezcló,2,1,0.54,0.72,meθ.klo,P03_L2_09b
P03,2,10,a,present,el suegro sopla la vela,sopla,2,0,0.58,0.74,so.pla,P03_L2_10a
P03,2,10,b,past,el suegro sopló la vela,sopló,2,1,0.73,0.89,so.plo,P03_L2_10b
P03,2,11,a,present,el yerno culpa el ruido,culpa,2,0,0.51,0.66,kul.pa,P03_L2_11a
P03,2,11,b,past,el yerno culpó el ruido,culpó,2,1,0.77,0.89,kul.po,P03_L2_11b
P03,2,12,a,present,la tinta mancha la camisa,mancha,2,0,0.53,0.7,man.tʃa,P03_L2_12a
P03,2,12,b,past,la tinta manchó la camisa,manchó,2,1,0.86,1.0,man.tʃo,P03_L2_12b
P03,2,13,a,present,la doña gasta el dinero,gasta,2,0,0.51,0.67,ɡas.t̪a,P03_L2_13a
P03,2,13,b,past,la doña gastó el dinero,gastó,2,1,0.73,0.83,ɡas.t̪o,P03_L2_13b
P03,2,14,a,present,la perra salta la cerca,salta,2,0,0.49,0.71,sal.t̪a,P03_L2_14a
P03,2,14,b,past,la perra saltó la cerca,saltó,2,1,0.63,0.75,sal.t̪o,P03_L2_14b
P03,2,15,a,present,el cúter corta el paquete,corta,2,0,0.61,0.78,kor.t̪a,P03_L2_15a
P03,2,15,b,past,el cúter cortó el paquete,cortó,2,1,0.67,0.78,kor.t̪o,P03_L2_15b
P03,2,16,a,present,la niña busca el gato,busca,2,0,0.66,0.86,bus.ka,P03_L2_16a
P03,2,16,b,past,la niña buscó el gato,buscó,2,1,0.82,0.97,bus.ko,P03_L2_16b
P03,2,17,a,present,la madre limpia la casa,limpia,2,0,0.5,0.67,lim.pja,P03_L2_17a
P03,2,17,b,past,la madre limpió la casa,limpió,2,1,0.81,0.97,lim.pjo,P03_L2_17b
P03,2,18,a,present,la hija planta la flor,planta,2,0,0.48,0.66,plan.t̪a,P03_L2_18a
P03,2,18,b,past,la hija plantó la flor,plantó,2,1,0.78,0.89,plan.t̪o,P03_L2_18b
P03,2,19,a,present,el termo filtra el té,filtra,2,0,0.5,0.76,filt̪.ɾa,P03_L2_19a
P03,2,19,b,past,el termo filtró el té,filtró,2,1,0.77,0.9,filt̪.ɾo,P03_L2_19b
P03,2,20,a,present,la tía monta la nata,monta,2,0,0.48,0.65,mon.t̪a,P03_L2_20a
P03,2,20,b,past,la tía montó la nata,montó,2,1,0.63,0.74,mon.t̪o,P03_L2_20b
P03,2,21,a,present,la nieta canta el himno,canta,2,0,0.46,0.67,kan.t̪a,P03_L2_21a
P03,2,21,b,past,la nieta cantó el himno,cantó,2,1,0.8,0.9,kan.t̪o,P03_L2_21b
P03,2,22,a,present,el duque junta la leña,junta,2,0,0.52,0.68,xun.t̪a,P03_L2_22a
P03,2,22,b,past,el duque juntó la leña,juntó,2,1,0.61,0.73,xun.t̪o,P03_L2_22b
P03,2,23,a,present,el perro marca el territorio,marca,2,0,0.41,0.63,mar.ka,P03_L2_23a
P03,2,23,b,past,el perro marcó el territorio,marcó,2,1,0.69,0.78,mar.ko,P03_L2_23b
P03,2,24,a,present,el lobo mezcla la carne,mezcla,2,0,0.37,0.54,meθ.kla,P03_L2_24a
P03,2,24,b,past,el lobo mezcló la carne,mezcló,2,1,0.74,0.89,meθ.klo,P03_L2_24b
P03,2,25,a,present,el nene sopla el guiso,sopla,2,0,0.47,0.67,so.pla,P03_L2_25a
P03,2,25,b,past,el nene sopló el guiso,sopló,2,1,0.72,0.91,so.plo,P03_L2_25b
P03,2,26,a,present,la dama culpa la tormenta,culpa,2,0,0.4,0.61,kul.pa,P03_L2_26a
P03,2,26,b,past,la dama culpó la tormenta,culpó,2,1,0.6,0.7,kul.po,P03_L2_26b
P03,2,27,a,present,el lodo mancha el pantalón,mancha,2,0,0.45,0.63,man.tʃa,P03_L2_27a
P03,2,27,b,past,el lodo manchó el pantalón,manchó,2,1,0.73,0.86,man.tʃo,P03_L2_27b
P03,2,28,a,present,el chico gasta la pila,gasta,2,0,0.44,0.61,ɡas.t̪a,P03_L2_28a
P03,2,28,b,past,el chico gastó la pila,gastó,2,1,0.64,0.75,ɡas.t̪o,P03_L2_28b
P03,2,29,a,present,el socio salta el control,salta,2,0,0.47,0.7,sal.t̪a,P03_L2_29a
P03,2,29,b,past,el socio saltó el control,saltó,2,1,0.76,0.86,sal.t̪o,P03_L2_29b
P03,2,30,a,present,la nena corta la cartulina,corta,2,0,0.47,0.64,kor.t̪a,P03_L2_30a
P03,2,30,b,past,la nena cortó la cartulina,cortó,2,1,0.68,0.79,kor.t̪o,P03_L2_30b
P03,2,31,a,present,el móvil busca la señal,busca,2,0,0.49,0.65,bus.ka,P03_L2_31a
P03,2,31,b,past,el móvil buscó la señal,buscó,2,1,0.65,0.78,bus.ko,P03_L2_31b
P03,2,32,a,present,el coche limpia la nieve,limpia,2,0,0.57,0.71,lim.pja,P03_L2_32a
P03,2,32,b,past,el coche limpió la nieve,limpió,2,1,0.72,0.85,lim.pjo,P03_L2_32b
P03,2,33,a,present,la reina planta el rosal,planta,2,0,0.62,0.8,plan.t̪a,P03_L2_33a
P03,2,33,b,past,la reina plantó el rosal,plantó,2,1,0.73,0.84,plan.t̪o,P03_L2_33b
P03,2,34,a,present,la jarra filtra el caldo,filtra,2,0,0.46,0.72,filt̪.ɾa,P03_L2_34a
P03,2,34,b,past,la jarra filtró el caldo,filtró,2,1,0.74,0.85,filt̪.ɾo,P03_L2_34b
P03,2,35,a,present,el monje monta la mayonesa,monta,2,0,0.51,0.73,mon.t̪a,P03_L2_35a
P03,2,35,b,past,el monje montó la mayonesa,montó,2,1,0.72,0.82,mon.t̪o,P03_L2_35b
P03,2,36,a,present,el loro canta la melodía,canta,2,0,0.45,0.63,kan.t̪a,P03_L2_36a
P03,2,36,b,past,el loro cantó la melodía,cantó,2,1,0.59,0.7,kan.t̪o,P03_L2_36b
P03,2,37,a,present,el clavo junta la madera,junta,2,0,0.47,0.66,xun.t̪a,P03_L2_37a
P03,2,37,b,past,el clavo juntó la madera,juntó,2,1,0.7,0.82,xun.t̪o,P03_L2_37b
P03,2,38,a,present,el sastre marca el traje,marca,2,0,0.6,0.85,mar.ka,P03_L2_38a
P03,2,38,b,past,el sastre marcó el traje,marcó,2,1,0.94,1.14,mar.ko,P03_L2_38b
P03,2,39,a,present,la brocha mezcla la pintura,mezcla,2,0,0.52,0.7,meθ.kla,P03_L2_39a
P03,2,39,b,past,la brocha mezcló la pintura,mezcló,2,1,0.75,0.89,meθ.klo,P03_L2_39b
P03,2,40,a,present,la suegra sopla la sopa,sopla,2,0,0.53,0.77,so.pla,P03_L2_40a
P03,2,40,b,past,la suegra sopló la sopa,sopló,2,1,0.74,0.89,so.plo,P03_L2_40b
P03,2,41,a,present,el conde culpa el error,culpa,2,0,0.49,0.7,kul.pa,P03_L2_41a
P03,2,41,b,past,el conde culpó el error,culpó,2,1,0.64,0.75,kul.po,P03_L2_41b
P03,2,42,a,present,el zumo mancha la servilleta,mancha,2,0,0.5,0.7,man.tʃa,P03_L2_42a
P03,2,42,b,past,el zumo manchó la servilleta,manchó,2,1,0.62,0.76,man.tʃo,P03_L2_42b
P03,2,43,a,present,la jueza gasta el sueldo,gasta,2,0,0.6,0.81,ɡas.t̪a,P03_L2_43a
P03,2,43,b,past,la jueza gastó el sueldo,gastó,2,1,0.82,0.93,ɡas.t̪o,P03_L2_43b
P03,2,44,a,present,la rana salta la piedra,salta,2,0,0.5,0.76,sal.t̪a,P03_L2_44a
P03,2,44,b,past,la rana saltó la piedra,saltó,2,1,0.74,0.86,sal.t̪o,P03_L2_44b
P03,2,45,a,present,el láser corta el acero,corta,2,0,0.64,0.83,kor.t̪a,P03_L2_45a
P03,2,45,b,past,el láser cortó el acero,cortó,2,1,0.82,0.91,kor.t̪o,P03_L2_45b
P03,2,46,a,present,el padre busca el libro,busca,2,0,0.43,0.64,bus.ka,P03_L2_46a
P03,2,46,b,past,el padre buscó el libro,buscó,2,1,0.63,0.78,bus.ko,P03_L2_46b
P03,2,47,a,present,la lluvia limpia la calle,limpia,2,0,0.55,0.72,lim.pja,P03_L2_47a
P03,2,47,b,past,la lluvia limpió la calle,limpió,2,1,0.73,0.88,lim.pjo,P03_L2_47b
P03,2,48,a,present,el líder planta la semilla,planta,2,0,0.62,0.87,plan.t̪a,P03_L2_48a
P03,2,48,b,past,el líder plantó la semilla,plantó,2,1,0.75,0.84,plan.t̪o,P03_L2_48b
P03,2,49,a,present,la tela filtra el café,filtra,2,0,0.52,0.83,filt̪.ɾa,P03_L2_49a
P03,2,49,b,past,la tela filtró el café,filtró,2,1,0.77,0.85,filt̪.ɾo,P03_L2_49b
P03,2,50,a,present,la dueña monta la tienda,monta,2,0,0.68,0.91,mon.t̪a,P03_L2_50a
P03,2,50,b,past,la dueña montó la tienda,montó,2,1,0.72,0.85,mon.t̪o,P03_L2_50b
P03,2,51,a,present,la gorda canta la ópera,canta,2,0,0.55,0.74,kan.t̪a,P03_L2_51a
P03,2,51,b,past,la gorda cantó la ópera,cantó,2,1,0.78,0.91,kan.t̪o,P03_L2_51b
P03,2,52,a,present,el primo junta el papel,junta,2,0,0.54,0.78,xun.t̪a,P03_L2_52a
P03,2,52,b,past,el primo juntó el papel,juntó,2,1,0.81,0.93,xun.t̪o,P03_L2_52b
P03,2,53,a,present,el hombre marca la ruta,marca,2,0,0.43,0.68,mar.ka,P03_L2_53a
P03,2,53,b,past,el hombre marcó la ruta,marcó,2,1,0.59,0.7,mar.ko,P03_L2_53b
P03,2,54,a,present,el lago mezcla la tierra,mezcla,2,0,0.52,0.72,meθ.kla,P03_L2_54a
P03,2,54,b,past,el lago mezcló la tierra,mezcló,2,1,0.73,0.88,meθ.klo,P03_L2_54b
P03,2,55,a,present,la chica sopla el polvo,sopla,2,0,0.54,0.76,so.pla,P03_L2_55a
P03,2,55,b,past,la chica sopló el polvo,sopló,2,1,0.73,0.86,so.plo,P03_L2_55b
P03,2,56,a,present,la ama culpa la demora,culpa,2,0,0.49,0.71,kul.pa,P03_L2_56a
P03,2,56,b,past,la ama culpó la demora,culpó,2,1,0.66,0.79,kul.po,P03_L2_56b
P03,2,57,a,present,el vino mancha la mesa,mancha,2,0,0.56,0.75,man.tʃa,P03_L2_57a
P03,2,57,b,past,el vino manchó la mesa,manchó,2,1,0.75,0.92,man.tʃo,P03_L2_57b
P03,2,58,a,present,el carro gasta la gasolina,gasta,2,0,0.51,0.71,ɡas.t̪a,P03_L2_58a
P03,2,58,b,past,el carro gastó la gasolina,gastó,2,1,0.82,0.96,ɡas.t̪o,P03_L2_58b
P03,2,59,a,present,el niño salta el charco,salta,2,0,0.49,0.78,sal.t̪a,P03_L2_59a
P03,2,59,b,past,el niño saltó el charco,saltó,2,1,0.77,0.95,sal.t̪o,P03_L2_59b
P03,2,60,a,present,la rata corta el queso,corta,2,0,0.6,0.83,kor.t̪a,P03_L2_60a
P03,2,60,b,past,la rata cortó el queso,cortó,2,1,0.77,0.9,kor.t̪o,P03_L2_60b
P03,2,61,a,present,la vaca busca la paja,busca,2,0,0.61,0.84,bus.ka,P03_L2_61a
P03,2,61,b,past,la vaca buscó la paja,buscó,2,1,0.69,0.82,bus.ko,P03_L2_61b
P03,2,62,a,present,la prima limpia el baño,limpia,2,0,0.7,0.88,lim.pja,P03_L2_62a
P03,2,62,b,past,la prima limpió el baño,limpió,2,1,0.72,0.85,lim.pjo,P03_L2_62b
P03,2,63,a,present,la vieja planta el jazmín,planta,2,0,0.45,0.68,plan.t̪a,P03_L2_63a
P03,2,63,b,past,la vieja plantó el jazmín,plantó,2,1,0.71,0.83,plan.t̪o,P03_L2_63b
P03,2,64,a,present,el filtro filtra el aire,filtra,2,0,0.71,0.99,filt̪.ɾa,P03_L2_64a
P03,2,64,b,past,el filtro filtró el aire,filtró,2,1,0.89,1.0,filt̪.ɾo,P03_L2_64b
P03,2,65,a,present,la jefa monta el escritorio,monta,2,0,0.5,0.78,mon.t̪a,P03_L2_65a
